index,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,User_Count,Rating
3505,The Sims 3: World Adventures,PC,2009.0,Simulation,Electronic Arts,0.02,0.18,0.0,0.38,0.57,8,72.0,T
3509,BlazBlue: Calamity Trigger,PS3,2009.0,Fighting,PQube,0.36,0.1,0.06,0.06,0.57,8.4,112.0,T
3512,Naruto: Ultimate Ninja 2,PS2,2004.0,Fighting,Namco Bandai Games,0.47,0.02,0.0,0.08,0.57,7.9,27.0,T
3518,Blood Wake,XB,2001.0,Shooter,Microsoft Game Studios,0.43,0.12,0.0,0.02,0.57,7.5,13.0,T
3519,Dynasty Warriors 5: Xtreme Legends,PS2,2005.0,Action,Tecmo Koei,0.11,0.08,0.35,0.03,0.57,9.1,26.0,T
3524,FIFA World Cup Germany 2006,PS2,2006.0,Sports,Electronic Arts,0.47,0.02,0.0,0.08,0.57,8.1,33.0,E
3525,Wreckless: ThE YaKuza MisSiOns,XB,2002.0,Racing,Activision,0.42,0.11,0.02,0.02,0.57,5.2,13.0,T
3527,Defiance,X360,2013.0,Shooter,Trion Worlds,0.38,0.14,0.0,0.05,0.57,7.2,249.0,M
3528,Disgaea 4: A Promise Unforgotten,PS3,2011.0,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.05,0.57,7.8,126.0,T
3529,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,DS,2008.0,Action,THQ,0.52,0.0,0.0,0.04,0.57,6,5.0,E
3531,Doom 3 BFG Edition,PS3,2012.0,Shooter,Bethesda Softworks,0.26,0.21,0.0,0.1,0.57,6.4,107.0,M
3535,The Conduit,Wii,2009.0,Shooter,Sega,0.28,0.23,0.0,0.06,0.57,8.2,258.0,T
3537,Just Dance 2016,WiiU,2015.0,Misc,Ubisoft,0.27,0.25,0.0,0.05,0.57,6.9,11.0,E10+
3539,RalliSport Challenge,XB,2002.0,Racing,Microsoft Game Studios,0.39,0.16,0.0,0.02,0.57,8.3,19.0,E
3540,Resident Evil Outbreak File #2,PS2,2004.0,Action,Capcom,0.19,0.15,0.17,0.05,0.57,7.7,70.0,M
3543,XIII,PS2,2003.0,Shooter,Ubisoft,0.28,0.22,0.0,0.07,0.57,8.6,35.0,M
3546,Rune Factory 4,3DS,2012.0,Role-Playing,Xseed Games,0.32,0.0,0.21,0.03,0.57,8.1,122.0,E10+
3547,3D Dot Game Heroes,PS3,2009.0,Role-Playing,SouthPeak Games,0.36,0.11,0.03,0.07,0.57,8,96.0,E10+
3548,Up,Wii,2009.0,Action,THQ,0.22,0.28,0.0,0.06,0.56,8,4.0,E10+
3549,Breath of Fire IV,PS,2000.0,Role-Playing,Capcom,0.11,0.08,0.34,0.04,0.56,8.9,45.0,T
3550,Tales of Zestiria,PS3,2015.0,Role-Playing,Namco Bandai Games,0.05,0.07,0.42,0.02,0.56,8,47.0,T
3552,Odin Sphere,PS2,2007.0,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56,8.6,59.0,T
3558,Arena Football,PS2,2006.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56,8.6,14.0,E10+
3560,NHL Hitz 20-02,PS2,2001.0,Sports,Midway Games,0.28,0.22,0.0,0.07,0.56,7.6,8.0,E
3561,The Legend of Spyro: Dawn of the Dragon,Wii,2008.0,Platform,Vivendi Games,0.34,0.17,0.0,0.05,0.56,6.5,19.0,E10+
3562,Classic NES Series: Dr. Mario,GBA,2004.0,Puzzle,Nintendo,0.31,0.11,0.13,0.01,0.56,7.5,6.0,E
3564,NCAA March Madness 07,PS2,2007.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56,8.6,7.0,E
3565,"Monsters, Inc. Scream Team",PS,2001.0,Platform,Sony Computer Entertainment,0.31,0.21,0.0,0.04,0.56,6.9,8.0,E
3566,"Warhammer 40,000: Space Marine",X360,2011.0,Shooter,THQ,0.25,0.26,0.0,0.06,0.56,7.8,232.0,M
3570,Cabela's Big Game Hunter 2005 Adventures,PS2,2004.0,Sports,Activision,0.28,0.21,0.0,0.07,0.56,8.4,16.0,T
3575,Battlefield 2: Modern Combat,XB,2005.0,Shooter,Electronic Arts,0.39,0.15,0.0,0.02,0.56,8.2,29.0,T
3577,All-Star Baseball 2002,PS2,2001.0,Sports,Acclaim Entertainment,0.27,0.21,0.0,0.07,0.56,7.6,8.0,E
3583,Bolt,Wii,2008.0,Adventure,Disney Interactive Studios,0.19,0.31,0.0,0.06,0.56,5.8,5.0,E10+
3584,WWE Raw 2,XB,2003.0,Fighting,THQ,0.43,0.11,0.0,0.02,0.56,7.3,25.0,T
3587,Manhunt 2,PS2,2007.0,Action,Take-Two Interactive,0.27,0.21,0.0,0.07,0.56,7.8,53.0,M
3588,Fullmetal Alchemist and the Broken Angel,PS2,2003.0,Role-Playing,Square Enix,0.15,0.12,0.26,0.04,0.56,8.1,38.0,T
3591,Batman Begins,PS2,2005.0,Action,Electronic Arts,0.27,0.21,0.0,0.07,0.56,7.3,70.0,T
3592,Dogz,DS,2006.0,Simulation,Ubisoft,0.5,0.01,0.0,0.04,0.56,7.8,9.0,E
3595,Dr. Seuss' The Cat in the Hat,PS2,2003.0,Misc,Vivendi Games,0.27,0.21,0.0,0.07,0.56,6.5,8.0,E
3596,Barbie Groovy Games,GBA,2002.0,Misc,Universal Interactive,0.4,0.15,0.0,0.01,0.56,7,4.0,E
3599,Blinx: The Time Sweeper,XB,2002.0,Platform,Microsoft Game Studios,0.39,0.15,0.0,0.02,0.56,8,41.0,E
3600,ESPN NFL Football,PS2,2003.0,Sports,Sega,0.27,0.21,0.0,0.07,0.56,8.5,25.0,E
3603,Tetris Party Deluxe,Wii,2010.0,Puzzle,Nintendo,0.33,0.16,0.02,0.05,0.56,5.8,4.0,E
3605,Gravity Rush,PSV,2012.0,Action,Sony Computer Entertainment,0.21,0.17,0.09,0.08,0.56,8.5,625.0,T
3606,Quantum Break,XOne,2016.0,Action,Microsoft Game Studios,0.3,0.2,0.01,0.05,0.56,6.8,1659.0,M
3607,Archer Maclean's Mercury,PSP,2005.0,Puzzle,Ignition Entertainment,0.17,0.24,0.0,0.14,0.56,6.6,21.0,E
3608,TMNT,X360,2007.0,Action,Ubisoft,0.48,0.03,0.0,0.05,0.56,6.3,32.0,E10+
3610,Soldier of Fortune: Gold Edition,PS2,2001.0,Shooter,Codemasters,0.27,0.21,0.0,0.07,0.56,6.8,17.0,M
3612,Final Fantasy IV: The Complete Collection,PSP,2011.0,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.56,7.5,80.0,E10+
3613,Frontlines: Fuel of War,X360,2008.0,Shooter,THQ,0.34,0.15,0.01,0.05,0.56,7.8,77.0,T
3614,MX 2002 Featuring Ricky Carmichael,PS2,2001.0,Racing,THQ,0.27,0.21,0.0,0.07,0.56,8.3,9.0,E
3616,Lunar: Silver Star Story Complete,PS,1998.0,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55,9.1,35.0,T
3617,Harvest Moon: The Tale of Two Towns,DS,2010.0,Simulation,Natsume,0.25,0.05,0.22,0.03,0.55,7.5,13.0,E
3618,No More Heroes,Wii,2007.0,Action,Rising Star Games,0.29,0.17,0.04,0.05,0.55,8.4,259.0,M
3620,God of War: Origins Collection,PS3,2011.0,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.55,8.4,208.0,M
3621,Dora The Explorer: Dora Saves the Snow Princess,Wii,2008.0,Platform,Take-Two Interactive,0.49,0.02,0.0,0.04,0.55,7,5.0,E
3622,Soul Reaver 2,PS2,2001.0,Action,Eidos Interactive,0.27,0.21,0.0,0.07,0.55,8.5,35.0,M
3623,Metal Gear Solid 3: Subsistence,PS2,2005.0,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.55,9.3,439.0,M
3625,Enslaved: Odyssey to the West,PS3,2010.0,Action,Namco Bandai Games,0.24,0.22,0.01,0.09,0.55,7.4,312.0,T
3627,WWF Raw,XB,2002.0,Fighting,THQ,0.4,0.13,0.0,0.02,0.55,6.6,15.0,T
3635,Catz,DS,2006.0,Simulation,Ubisoft,0.49,0.02,0.0,0.04,0.55,5.3,16.0,E
3636,Extermination,PS2,2001.0,Action,Sony Computer Entertainment,0.21,0.16,0.12,0.05,0.55,7.8,19.0,M
3637,Batman: Vengeance,PS2,2001.0,Adventure,Ubisoft,0.27,0.21,0.0,0.07,0.55,6.7,12.0,T
3641,Hot Shots Golf: World Invitational,PSV,2011.0,Sports,Sony Computer Entertainment,0.15,0.11,0.25,0.05,0.55,8.1,77.0,E
3643,Mega Man Zero,GBA,2002.0,Platform,Capcom,0.22,0.08,0.24,0.01,0.55,8.9,31.0,E
3645,Resident Evil: Revelations 2,PS4,2015.0,Action,Capcom,0.13,0.24,0.1,0.07,0.55,7.7,284.0,M
3653,MX vs. ATV: Alive,X360,2011.0,Racing,THQ,0.37,0.13,0.0,0.04,0.55,7.2,24.0,E
3656,Purr Pals,DS,2007.0,Simulation,THQ,0.18,0.35,0.0,0.02,0.55,6.8,6.0,E
3664,Lips: Number One Hits,X360,2009.0,Misc,Microsoft Game Studios,0.15,0.34,0.0,0.06,0.55,7.6,7.0,T
3669,Jak X: Combat Racing,PS2,2005.0,Racing,Sony Computer Entertainment,0.45,0.02,0.0,0.07,0.55,7.7,63.0,T
3671,American Idol,PS2,2003.0,Misc,Codemasters,0.27,0.21,0.0,0.07,0.55,4.8,12.0,E
3675,CrossworDS,DS,2008.0,Puzzle,Deep Silver,0.5,0.0,0.0,0.04,0.55,6.8,6.0,E
3676,Viva Pinata: Pocket Paradise,DS,2008.0,Simulation,THQ,0.26,0.23,0.0,0.06,0.55,7.1,15.0,E
3679,Sly Cooper: Thieves in Time,PS3,2013.0,Platform,Sony Computer Entertainment Europe,0.35,0.12,0.0,0.08,0.54,8.3,343.0,E10+
3682,Spec Ops: The Line,PS3,2012.0,Shooter,Take-Two Interactive,0.19,0.23,0.04,0.08,0.54,8,350.0,M
3684,NHL 14,PS3,2013.0,Sports,Electronic Arts,0.28,0.17,0.0,0.09,0.54,6,79.0,E10+
3685,F1 2013,PS3,2013.0,Racing,Codemasters,0.01,0.42,0.03,0.09,0.54,6.3,40.0,E
3688,Legends of WrestleMania,PS3,2009.0,Fighting,THQ,0.3,0.16,0.0,0.07,0.54,6.5,19.0,T
3692,Dance Dance Revolution Ultramix,XB,2003.0,Simulation,Konami Digital Entertainment,0.42,0.11,0.0,0.02,0.54,8.8,10.0,E
3693,Crash Tag Team Racing,PS2,2005.0,Racing,Vivendi Games,0.27,0.21,0.0,0.07,0.54,7,49.0,E10+
3694,Front Mission 4,PS2,2003.0,Strategy,Square Enix,0.14,0.11,0.25,0.04,0.54,8.6,22.0,T
3698,F.E.A.R.,PS3,2007.0,Shooter,Vivendi Games,0.18,0.26,0.0,0.1,0.54,7.4,64.0,M
3701,Dragon Ball Z: Shin Budokai,PSP,2006.0,Fighting,Atari,0.26,0.08,0.13,0.07,0.54,8.1,19.0,T
3702,Tiger Woods PGA Tour 13,PS3,2012.0,Sports,Electronic Arts,0.24,0.21,0.0,0.08,0.54,5.7,9.0,E
3703,Dynasty Warriors: Gundam 3,PS3,2010.0,Action,Tecmo Koei,0.11,0.04,0.36,0.02,0.54,7.5,20.0,T
3710,Tony Hawk: Shred,Wii,2010.0,Sports,Activision,0.39,0.11,0.0,0.04,0.54,7,7.0,E
3712,NBA Live 10,PS3,2009.0,Sports,Electronic Arts,0.46,0.02,0.01,0.05,0.54,7.5,25.0,E
3713,Metro 2033,X360,2010.0,Shooter,THQ,0.22,0.23,0.03,0.05,0.54,7.9,351.0,M
3715,Fire Emblem: Path of Radiance,GC,2005.0,Action,Nintendo,0.29,0.08,0.16,0.01,0.54,8.9,141.0,T
3717,Hotel Dusk: Room 215,DS,2007.0,Adventure,Nintendo,0.26,0.04,0.22,0.03,0.54,8.6,102.0,T
3718,Final Fantasy Explorers,3DS,2014.0,Role-Playing,Square Enix,0.16,0.07,0.28,0.02,0.54,7,87.0,E10+
3722,Greg Hastings' Tournament Paintball,XB,2004.0,Shooter,Activision,0.46,0.06,0.0,0.02,0.54,9.2,42.0,T
3724,ESPN NBA Basketball,PS2,2003.0,Sports,Sega,0.26,0.21,0.0,0.07,0.54,8.4,38.0,E
3727,Two Worlds II,X360,2011.0,Role-Playing,Unknown,0.4,0.07,0.03,0.03,0.54,6.6,140.0,M
3728,Over the Hedge,PS2,2006.0,Platform,Activision,0.45,0.02,0.0,0.07,0.54,8.6,10.0,E10+
3729,Mat Hoffman's Pro BMX,PS,2001.0,Sports,Activision,0.3,0.2,0.0,0.04,0.54,8.6,16.0,E
3736,The Hobbit,PS2,2003.0,Platform,Vivendi Games,0.26,0.2,0.0,0.07,0.54,8.6,14.0,E
3737,War of the Monsters,PS2,2003.0,Fighting,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.54,8.9,68.0,T
3738,Harry Potter and the Deathly Hallows - Part 1,Wii,2010.0,Action,Electronic Arts,0.22,0.27,0.0,0.05,0.54,5,11.0,T
3740,The Incredible Hulk: Ultimate Destruction,PS2,2005.0,Action,Vivendi Games,0.26,0.2,0.0,0.07,0.54,8.7,38.0,T
3741,Time Crisis: Razing Storm,PS3,2010.0,Shooter,Namco Bandai Games,0.18,0.2,0.07,0.08,0.54,5.9,15.0,T
3742,Summer Sports: Paradise Island,Wii,2008.0,Sports,Ubisoft,0.48,0.01,0.0,0.04,0.53,4.6,7.0,E
3744,Time Crisis II,PS2,2001.0,Shooter,Namco Bandai Games,0.26,0.2,0.0,0.07,0.53,7.9,20.0,T
3747,NCAA March Madness 06,PS2,2005.0,Sports,Electronic Arts,0.45,0.02,0.0,0.07,0.53,9.1,13.0,E
3749,Valkyria Chronicles II,PSP,2010.0,Role-Playing,Sega,0.12,0.15,0.18,0.09,0.53,8.1,67.0,T
3752,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010.0,Fighting,Capcom,0.3,0.15,0.03,0.05,0.53,8.8,85.0,T
3753,Rune Factory: A Fantasy Harvest Moon,DS,2006.0,Role-Playing,Rising Star Games,0.35,0.01,0.14,0.03,0.53,8.1,52.0,E
3754,Legacy of Kain: Defiance,PS2,2003.0,Action,Eidos Interactive,0.26,0.2,0.0,0.07,0.53,9.3,49.0,M
3756,NCAA March Madness 2005,PS2,2004.0,Sports,Electronic Arts,0.44,0.02,0.0,0.07,0.53,8.3,13.0,E
3757,007 Racing,PS,2000.0,Racing,Electronic Arts,0.3,0.2,0.0,0.03,0.53,4.6,14.0,T
3758,Tactics Ogre: Let Us Cling Together,PSP,2010.0,Role-Playing,Square Enix,0.15,0.07,0.27,0.05,0.53,8.8,102.0,T
3759,Conflict: Vietnam,PS2,2004.0,Shooter,SCi,0.26,0.2,0.0,0.07,0.53,8.1,21.0,M
3760,Dragon's Crown,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,0.53,8.3,288.0,T
3762,MLB SlugFest 20-04,PS2,2003.0,Sports,Midway Games,0.26,0.2,0.0,0.07,0.53,8.3,8.0,E
3764,NASCAR 09,PS2,2008.0,Racing,Electronic Arts,0.26,0.2,0.0,0.07,0.53,7.9,8.0,E
3777,Medal of Honor: European Assault,XB,2005.0,Shooter,Electronic Arts,0.32,0.19,0.0,0.02,0.53,7,15.0,T
3778,Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004.0,Platform,Electronic Arts,0.26,0.2,0.0,0.07,0.53,8.2,22.0,E
3780,NBA 06,PS2,2005.0,Sports,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53,6.3,27.0,E
3782,Excite Truck,Wii,2006.0,Racing,Nintendo,0.39,0.03,0.08,0.04,0.53,8.4,83.0,E
3785,Magician's Quest: Mysterious Times,DS,2008.0,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0.0,0.53,7.6,9.0,E10+
3789,G-Force,DS,2009.0,Action,Disney Interactive Studios,0.26,0.21,0.0,0.05,0.53,9,5.0,E10+
3791,StarCraft II: Legacy of the Void,PC,2015.0,Strategy,Activision,0.19,0.29,0.0,0.04,0.53,8.3,833.0,T
3797,Oni,PS2,2001.0,Action,Take-Two Interactive,0.26,0.2,0.0,0.07,0.53,7.8,22.0,T
3800,Terminator Salvation,PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.13,0.28,0.01,0.1,0.53,3.9,70.0,T
3804,Juiced,PS2,2005.0,Racing,THQ,0.26,0.2,0.0,0.07,0.53,7.7,24.0,T
3805,The Warriors,PS2,2005.0,Action,Take-Two Interactive,0.44,0.02,0.0,0.07,0.53,8.5,72.0,M
3807,Star Fox Command,DS,2006.0,Shooter,Nintendo,0.38,0.01,0.1,0.04,0.53,7.3,56.0,E10+
3813,Return to Castle Wolfenstein: Operation Resurrection,PS2,2003.0,Shooter,Activision,0.26,0.2,0.0,0.07,0.53,8,23.0,M
3814,Mario Tennis: Power Tour,GBA,2005.0,Sports,Nintendo,0.24,0.09,0.19,0.01,0.52,8,25.0,E
3815,Seaman,DC,1999.0,Simulation,Sega,0.0,0.0,0.52,0.0,0.52,8.4,16.0,T
3822,F.E.A.R. 2: Project Origin,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0.0,0.05,0.52,8,114.0,M
3823,Mystery Dungeon: Shiren the Wanderer,DS,2006.0,Role-Playing,Sega,0.17,0.0,0.33,0.02,0.52,8.2,21.0,E
3824,GT Pro Series,Wii,2006.0,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52,4,21.0,E
3827,Final Fantasy Chronicles,PS,2001.0,Role-Playing,Square,0.29,0.2,0.0,0.03,0.52,9.1,37.0,T
3829,Syphon Filter 3,PS,2001.0,Shooter,Sony Computer Entertainment,0.29,0.2,0.0,0.03,0.52,8.5,36.0,M
3831,Tales of Symphonia: Dawn of the New World,Wii,2008.0,Role-Playing,Namco Bandai Games,0.21,0.04,0.24,0.02,0.52,7.1,93.0,T
3834,We Love Katamari,PS2,2005.0,Puzzle,Electronic Arts,0.26,0.2,0.0,0.07,0.52,8.9,51.0,E
3835,Sesame Street: Once Upon A Monster,X360,2011.0,Misc,Warner Bros. Interactive Entertainment,0.39,0.09,0.0,0.04,0.52,6.9,22.0,E
3837,We Cheer,Wii,2008.0,Simulation,505 Games,0.47,0.0,0.0,0.04,0.52,7.3,13.0,E10+
3845,Rory McIlroy PGA Tour,PS4,2015.0,Action,Electronic Arts,0.18,0.25,0.0,0.08,0.52,3.7,78.0,E
3846,SingStar Dance,PS3,2010.0,Misc,Sony Computer Entertainment,0.09,0.31,0.0,0.11,0.52,3.9,8.0,T
3848,Lords of the Fallen,PS4,2014.0,Role-Playing,Square Enix,0.18,0.24,0.02,0.08,0.52,6.6,425.0,M
3851,Tomb Raider: Legend,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52,7.1,96.0,T
3852,Freedom Fighters,PS2,2003.0,Shooter,Electronic Arts,0.25,0.2,0.0,0.07,0.52,8.4,57.0,T
3853,Silent Hill: Origins,PSP,2007.0,Action,Konami Digital Entertainment,0.22,0.15,0.04,0.1,0.52,7.8,107.0,M
3857,The Punisher,PS2,2005.0,Action,THQ,0.25,0.2,0.0,0.07,0.52,8.2,56.0,M
3858,Kirby and the Rainbow Curse,WiiU,2015.0,Platform,Nintendo,0.22,0.13,0.12,0.04,0.52,8,227.0,E
3861,SSX On Tour,PS2,2005.0,Sports,Electronic Arts,0.25,0.2,0.0,0.07,0.52,7.9,26.0,E
3863,Disgaea 3: Absence of Justice,PS3,2008.0,Role-Playing,Square Enix,0.33,0.03,0.11,0.04,0.52,7.5,150.0,T
3865,Way of the Samurai 3,PS3,2008.0,Action,Gamebridge,0.18,0.08,0.22,0.04,0.52,7.9,22.0,M
3866,The Sims 2: Open for Business,PC,2006.0,Simulation,Electronic Arts,0.46,0.05,0.0,0.0,0.52,8.6,35.0,T
3867,Rune Factory 2: A Fantasy Harvest Moon,DS,2008.0,Role-Playing,Rising Star Games,0.32,0.03,0.15,0.03,0.52,7.9,30.0,E
3873,SimAnimals,DS,2009.0,Simulation,Electronic Arts,0.26,0.2,0.0,0.05,0.52,7.5,4.0,E
3877,Way of the Samurai,PS2,2002.0,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51,8.2,19.0,M
3878,The 3rd Birthday,PSP,2010.0,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,0.51,6.1,113.0,M
3882,Epic Mickey 2: The Power of Two,X360,2012.0,Action,Disney Interactive Studios,0.32,0.15,0.0,0.04,0.51,5.5,22.0,E
3884,Pac-Man Fever,PS2,2001.0,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.51,6.3,7.0,E
3885,Spectrobes: Beyond the Portals,DS,2008.0,Role-Playing,Disney Interactive Studios,0.36,0.11,0.0,0.04,0.51,7.7,14.0,E10+
3887,HSX HyperSonic.Xtreme,PS2,2002.0,Racing,Midas Interactive Entertainment,0.25,0.2,0.0,0.07,0.51,8.4,8.0,E
3888,Lair,PS3,2007.0,Action,Sony Computer Entertainment,0.36,0.03,0.08,0.04,0.51,6.4,229.0,T
3891,Summoner,PS2,2000.0,Role-Playing,THQ,0.25,0.2,0.0,0.07,0.51,7.8,12.0,T
3892,Soul Sacrifice,PSV,2013.0,Role-Playing,Sony Computer Entertainment,0.15,0.08,0.22,0.06,0.51,8.2,298.0,M
3894,DC Universe Online,PS3,2011.0,Role-Playing,Sony Online Entertainment,0.35,0.11,0.0,0.06,0.51,7.4,139.0,T
3898,100 All-Time Favorites,DS,2009.0,Puzzle,Ubisoft,0.35,0.12,0.0,0.04,0.51,6.2,6.0,E
3900,Major League Baseball 2K10,X360,2010.0,Sports,Take-Two Interactive,0.47,0.0,0.0,0.04,0.51,7.6,38.0,E
3901,Alice in Wonderland,Wii,2010.0,Adventure,Disney Interactive Studios,0.25,0.21,0.0,0.05,0.51,7.4,13.0,E10+
3912,Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002.0,Platform,THQ,0.37,0.14,0.0,0.01,0.51,8.8,8.0,E
3913,Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009.0,Fighting,Nintendo,0.44,0.03,0.0,0.04,0.51,8.1,21.0,T
3914,Ace Combat Zero: The Belkan War,PS2,2006.0,Simulation,Namco Bandai Games,0.15,0.12,0.2,0.04,0.51,8.4,55.0,T
3916,Dynasty Warriors,PSP,2004.0,Action,Tecmo Koei,0.18,0.0,0.3,0.02,0.51,7.3,24.0,T
3917,NHL 07,PS2,2006.0,Sports,Electronic Arts,0.42,0.02,0.0,0.07,0.51,4.6,51.0,E10+
3918,SoulCalibur: Broken Destiny,PSP,2009.0,Fighting,Namco Bandai Games,0.12,0.2,0.07,0.12,0.51,6.2,45.0,T
3924,The BIGS,PS2,2007.0,Sports,Take-Two Interactive,0.25,0.19,0.0,0.06,0.51,4.8,4.0,E
3927,Dragon Ball Z: Supersonic Warriors,GBA,2004.0,Fighting,Atari,0.36,0.13,0.0,0.01,0.51,7,21.0,T
3929,Silent Hill 4: The Room,PS2,2004.0,Action,Konami Digital Entertainment,0.25,0.19,0.0,0.06,0.51,7.8,191.0,M
3931,Capcom Classics Collection,PS2,2005.0,Misc,Capcom,0.22,0.17,0.05,0.06,0.51,8.4,5.0,T
3936,The Saboteur,X360,2009.0,Action,Electronic Arts,0.26,0.2,0.0,0.05,0.51,8.2,141.0,M
3939,Looney Tunes: Back in Action,PS2,2003.0,Platform,Warner Bros. Interactive Entertainment,0.25,0.19,0.0,0.06,0.5,7.5,6.0,E
3942,NHL 09,X360,2008.0,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5,8.4,61.0,E10+
3949,Avatar: The Last Airbender,GC,2006.0,Adventure,THQ,0.39,0.1,0.0,0.01,0.5,6.5,4.0,E10+
3951,The Mummy Returns,PS2,2001.0,Action,Universal Interactive,0.25,0.19,0.0,0.06,0.5,7,11.0,T
3954,Hitman: Blood Money,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.0,0.06,0.5,8.4,104.0,M
3958,Crash: Mind Over Mutant,PS2,2008.0,Platform,Vivendi Games,0.25,0.19,0.0,0.06,0.5,6.5,36.0,E10+
3959,Activision Anthology,PS2,2002.0,Misc,Activision,0.25,0.19,0.0,0.06,0.5,7.7,6.0,E
3960,Picross DS,DS,2007.0,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.5,8.7,36.0,E
3962,Final Fantasy II Anniversary Edition,PSP,2007.0,Role-Playing,Square Enix,0.36,0.02,0.07,0.04,0.5,7.1,24.0,T
3963,Test Drive Unlimited,PSP,2007.0,Racing,Atari,0.08,0.27,0.0,0.15,0.5,7.3,29.0,E10+
3965,Unit 13,PSV,2012.0,Shooter,Sony Computer Entertainment,0.25,0.13,0.04,0.07,0.5,7.5,169.0,T
3966,R.U.S.E.,PS3,2010.0,Strategy,Ubisoft,0.18,0.22,0.02,0.08,0.5,7.3,50.0,T
3967,Theatrhythm: Final Fantasy,3DS,2012.0,Misc,Square Enix,0.22,0.07,0.18,0.02,0.5,7.8,113.0,E10+
3972,Star Wars: Jedi Starfighter,PS2,2002.0,Simulation,Activision,0.24,0.19,0.0,0.06,0.5,8.3,8.0,T
3973,Tactics Ogre: The Knight of Lodis,GBA,2001.0,Role-Playing,Nintendo,0.13,0.05,0.31,0.01,0.5,9.1,26.0,E
3976,Sega Bass Fishing,Wii,2008.0,Sports,Sega,0.45,0.01,0.0,0.04,0.5,6.3,9.0,E
3978,Dead or Alive Ultimate,XB,2004.0,Fighting,Tecmo Koei,0.3,0.1,0.08,0.02,0.5,8.7,25.0,M
3979,RPG Maker,PS,1997.0,Role-Playing,ASCII Entertainment,0.11,0.07,0.29,0.03,0.5,8.2,9.0,E
3980,Major League Baseball 2K12,X360,2012.0,Sports,Take-Two Interactive,0.47,0.0,0.0,0.03,0.5,6.4,22.0,E
3982,Dance Dance Revolution Universe 2,X360,2007.0,Simulation,Konami Digital Entertainment,0.46,0.0,0.0,0.04,0.5,7.4,5.0,E10+
3985,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004.0,Action,THQ,0.24,0.19,0.0,0.06,0.5,7.3,8.0,E
3988,Monster Hunter,PS2,2004.0,Role-Playing,Capcom,0.11,0.08,0.28,0.03,0.5,8.9,46.0,T
3989,NBA Street Homecourt,X360,2007.0,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5,8.2,30.0,E
3991,SplashDown: Rides Gone Wild,PS2,2003.0,Racing,THQ,0.24,0.19,0.0,0.06,0.5,8.7,16.0,E
3993,Shrek SuperSlam,PS2,2005.0,Action,Activision,0.24,0.19,0.0,0.06,0.5,9,26.0,E10+
3994,Rayman Advance,GBA,2001.0,Platform,Ubisoft,0.36,0.13,0.0,0.01,0.5,8.4,16.0,E
3999,Fantastic 4,PS2,2005.0,Action,Activision,0.41,0.01,0.0,0.07,0.5,7.8,19.0,T
4000,Men in Black II: Alien Escape,PS2,2002.0,Shooter,Infogrames,0.24,0.19,0.0,0.06,0.5,7.3,6.0,T
4008,Ridge Racer 3D,3DS,2011.0,Racing,Namco Bandai Games,0.19,0.15,0.12,0.03,0.49,7.2,56.0,E
4009,Picross 3D,DS,2009.0,Puzzle,Nintendo,0.28,0.03,0.16,0.02,0.49,8.4,33.0,E
4010,Dynasty Warriors: Gundam 2,PS3,2008.0,Action,Namco Bandai Games,0.09,0.06,0.32,0.03,0.49,7,28.0,T
4011,Cars Mater-National Championship,Wii,2007.0,Racing,THQ,0.46,0.0,0.0,0.04,0.49,6.7,6.0,E
4013,Super Monkey Ball 3D,3DS,2011.0,Action,Sega,0.26,0.15,0.05,0.04,0.49,5.5,31.0,E
